"","Player_Id","Player_Name","hard_Hitting_Ability_17","Finisher_17","Fast_Scoring_ability_17","Consistency_bat_17","RunsBetweenWicket_17","hard_Hitting_Ability_17_16","Finisher_17_16","Fast_Scoring_ability_17_16","Consistency_bat_17_16","RunsBetweenWicket_17_16","hard_Hitting_Ability_17_16_15","Finisher_17_16_15","Fast_Scoring_ability_17_16_15","Consistency_bat_17_16_15","RunsBetweenWicket_17_16_15","Economy_17","Wicket_Taking_Ability_17","Ball_Consistency_17","Crucial_Wicket_Taking_Ability_17","Short_Performance_Index_17","Economy_17_16","Wicket_Taking_Ability_17_16","Ball_Consistency_17_16","Crucial_Wicket_Taking_Ability_17_16","Short_Performance_Index_17_16","Economy_17_16_15","Wicket_Taking_Ability_17_16_15","Ball_Consistency_17_16_15","Crucial_Wicket_Taking_Ability_17_16_15","Short_Performance_Index_17_16_15"
"371",371,"NM Coulter-Nile",0.923076923076923,0,1.07692307692308,4.66666666666667,0.181818181818182,0.37037037037037,0.4,0.851851851851852,7.66666666666667,0.52,0.638297872340426,0.4,0.914893617021277,7.16666666666667,0.317073170731707,8.32584269662921,11.8666666666667,16.4666666666667,0,1.875,8.3690036900369,15.0555555555556,21,0,1.5,8.17570093457944,16.2121212121212,22.0909090909091,0.0434782608695652,1.31818181818182
"372",372,"CJ Anderson",0.661538461538462,0.363636363636364,1.09230769230769,28.4,0.495575221238938,0.615384615384615,0.363636363636364,1.09230769230769,28.4,0.543859649122807,0.833333333333333,0.333333333333333,1.12280701754386,32,0.347368421052632,9.76859504132231,40.3333333333333,65.6666666666667,0,0.375,9.76859504132231,40.3333333333333,65.6666666666667,0,0.375,9.51724137931035,36.25,57.5,0,0.4
"373",373,"NJ Maddinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42857142857143,0,0.571428571428571,4,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,"AR Patel",0.64327485380117,0.384615384615385,1.32748538011696,28.375,0.785234899328859,0.595238095238095,0.391304347826087,1.34126984126984,24.1428571428571,0.846846846846847,0.646651270207852,0.314285714285714,1.25635103926097,24.7272727272727,0.70026525198939,7.6734693877551,19.6,25.0666666666667,0,1.07142857142857,8.01020408163265,21,28.0357142857143,0.0357142857142857,0.888888888888889,8.21664766248575,21.390243902439,29.2926829268293,0.0238095238095238,0.902439024390244
"375",375,"JJ Bumrah",0.5,0.5,1.33333333333333,Inf,0.909090909090909,0.434782608695652,0.5,1.04347826086957,24,0.666666666666667,0.434782608695652,0.5,1.04347826086957,24,0.666666666666667,7.81769436997319,18.65,24.3,0,1.25,7.94244604316547,19.8571428571429,26.2857142857143,0,1.16666666666667,8.43181818181818,20.8421052631579,29.2894736842105,0,1.11764705882353
"376",376,"JDS Neesham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,"TG Southee",2,1,2.33333333333333,Inf,0.5,0.434782608695652,0.4,1.60869565217391,18.5,1.28571428571429,0.625,0.571428571428571,1.5625,25,1.07142857142857,9.54545454545454,22,35,0,1,8.11976047904192,27.8333333333333,37.6666666666667,0,0.857142857142857,8.52259332023576,28.2777777777778,40.1666666666667,0,0.857142857142857
"378",378,"MA Starc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,0.666666666666667,0.785714285714286,11,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45588235294118,13.6,16.9,0.0833333333333333,1.45454545454545
"379",379,"BR Dunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",380,"RR Rossouw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1.4,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,"Shivam Sharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6666666666667,18,44,0,1
"382",382,"YS Chahal",0,0.666666666666667,0.5,13,0.5,0,0.666666666666667,0.5,13,0.5,0,0.714285714285714,0.518518518518518,14,0.518518518518518,8.47970479704797,19.3571428571429,27.3571428571429,0,1.07692307692308,8.47668393782383,16.5428571428571,23.3714285714286,0.0384615384615385,1.24,8.61020881670534,14.8620689655172,21.3275862068966,0.025,1.38461538461538
"383",383,"LMP Simmons",0.758620689655172,0.142857142857143,1.18103448275862,22.8333333333333,0.5,0.806451612903226,0.125,1.16935483870968,20.7142857142857,0.432692307692308,1.13989637305699,0.0476190476190476,1.18307426597582,36.0526315789474,0.0559284116331096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",384,"VH Zol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,"BCJ Cutting",1.40740740740741,0.333333333333333,1.88888888888889,25.5,0.684210526315789,1.40625,0.285714285714286,1.8125,29,0.565217391304348,1.40625,0.285714285714286,1.8125,29,0.565217391304348,9.56962025316456,79,126,0,0.25,8.44897959183673,24.5,34.5,0,0.75,8.44897959183673,24.5,34.5,0,0.75
"386",386,"Imran Tahir",0,1,0,NA,0,1.11111111111111,0.5,0.555555555555556,Inf,-0.714285714285714,0.666666666666667,0.5,0.666666666666667,10,0,7.90909090909091,15.8888888888889,20.9444444444444,0,1.5,8.177545691906,16.6521739130435,22.695652173913,0,1.4375,8.50746268656716,15.8684210526316,22.5,0.0384615384615385,1.36
"387",387,"BE Hendricks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,Inf,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78048780487805,16.4,24,0,1.25
"388",388,"S Gopal",NA,NA,NA,NA,NA,0,0,0.125,2,0.125,0,0.5,0.176470588235294,3,0.176470588235294,NA,NA,NA,NA,NA,6.66666666666667,Inf,Inf,0,0,8.32258064516129,31,43,0,0.5
"389",389,"M de Lange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30769230769231,Inf,Inf,0,0
"390",390,"R Tewatia",1.45454545454545,0.5,1.72727272727273,19,0.428571428571429,3.63636363636364,0.5,1.72727272727273,19,-7,3.63636363636364,0.5,1.72727272727273,19,-7,5.89090909090909,18.3333333333333,18,0,1,5.89090909090909,18.3333333333333,18,0,1,6.98630136986301,18.25,21.25,0,1
"391",391,"JO Holder",NA,NA,NA,NA,NA,1,0,1.1,7.33333333333333,0.125,1,0,1.1,7.33333333333333,0.125,NA,NA,NA,NA,NA,8.16867469879518,41.5,56.5,0,0.5,8.16867469879518,41.5,56.5,0,0.5
"392",392,"Karanveer Singh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,0.666666666666667,0.6875,11,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3103448275862,87,164,0,0.25
"393",393,"SS Iyer",0.819277108433735,0.0833333333333333,1.3574297188755,37.5555555555556,0.660098522167488,1.28813559322034,0.0555555555555556,1.24745762711864,24.5333333333333,-0.0547945205479452,1.20610687022901,0.0625,1.23206106870229,28.8214285714286,0.03420523138833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,"DJ Hooda",0.830188679245283,0.5,1.47169811320755,26,0.772727272727273,0.786516853932584,0.333333333333333,1.24719101123595,18.5,0.546666666666667,0.72202166064982,0.233333333333333,1.34657039711191,17.7619047619048,0.729957805907173,10.5,12,21,0,0.666666666666667,8.19230769230769,20.8,28.4,0,0.555555555555556,8.41791044776119,33.5,47,0,0.375
"395",395,"Anureet Singh",0.666666666666667,0,1.25,15,0.7,1.66666666666667,0,1.25,15,-0.625,0.465116279069767,0.428571428571429,0.767441860465116,8.25,0.333333333333333,13,Inf,Inf,0,0,9,Inf,Inf,0,0,9.41935483870968,24.8,38.9333333333333,0,0.882352941176471
"396",396,"KS Williamson",0.823529411764706,0.285714285714286,1.50588235294118,51.2,0.828571428571429,1.14864864864865,0.153846153846154,1.28378378378378,34.5454545454545,0.175438596491228,1.07692307692308,0.2,1.26461538461538,34.25,0.23921568627451,NA,NA,NA,NA,NA,7,Inf,Inf,0,0,7,Inf,Inf,0,0
"397",397,"SA Abbott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769230769230769,0.5,1.15384615384615,15,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0625,Inf,Inf,0,0
"398",398,"J Suchith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21212121212121,0.8,1.45454545454545,48,0.32,NA,NA,NA,NA,NA,14.1428571428571,Inf,Inf,0,0,8.98814229249012,25.3,37.9,0,0.769230769230769
"399",399,"RG More",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,Inf,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1891891891892,37,69,0,0.5
"400",400,"HH Pandya",0.953488372093023,0.4375,1.45348837209302,41.6666666666667,0.609929078014184,0.630252100840336,0.36,1.23529411764706,22.6153846153846,0.692307692307692,0.784313725490196,0.363636363636364,1.32679738562091,22.5555555555556,0.643410852713178,8.55555555555556,27,38.5,0,0.461538461538462,8.82089552238806,29.7777777777778,43.7777777777778,0,0.391304347826087,9.28,37.5,58,0,0.32258064516129
"401",401,"D Wiese",NA,NA,NA,NA,NA,0,1,1.25,Inf,1.25,1.27659574468085,0.375,1.35106382978723,31.75,0.1,NA,NA,NA,NA,NA,11.7777777777778,Inf,Inf,0,0,8.90657439446367,18.0625,26.8125,0.0714285714285714,0.923076923076923
"402",402,"SN Khan",NA,NA,NA,NA,NA,2.25806451612903,0.5,2.12903225806452,66,-0.235294117647059,1.84466019417476,0.272727272727273,1.71844660194175,35.4,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,"MJ McClenaghan",0.375,0.4,1,8,0.666666666666667,0.512820512820513,0.333333333333333,1.28205128205128,10,0.857142857142857,0.444444444444444,0.416666666666667,1.4,10.5,1.04878048780488,9.44347826086956,18.1578947368421,28.5789473684211,0,1.35714285714286,9.02215657311669,18.8055555555556,28.2777777777778,0.0357142857142857,1.18518518518519,8.84114052953157,18.1851851851852,26.7962962962963,0.025,1.28205128205128
"404",404,"DJ Muthuswami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,Inf,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21428571428571,21,28.75,0,0.666666666666667
"405",405,"PJ Cummins",0.814814814814815,0.375,1.42592592592593,15.4,0.733333333333333,0.925925925925926,0.375,1.42592592592593,15.4,0.613636363636364,0.892857142857143,0.333333333333333,1.375,12.8333333333333,0.58695652173913,8.84429065743945,19.2666666666667,28.4,0,1.25,8.84429065743945,19.2666666666667,28.4,0,1.25,9.2112676056338,22.1875,34.0625,0,1.06666666666667
"406",406,"SN Thakur",0,0,0,0,0,0,0,0,0,0,1.11111111111111,0.25,0.777777777777778,2.33333333333333,-0.428571428571429,8.4602510460251,21.7272727272727,30.6363636363636,0,0.916666666666667,8.4602510460251,21.7272727272727,30.6363636363636,0,0.916666666666667,8.77992277992278,21.5833333333333,31.5833333333333,0,0.923076923076923
"407",407,"JC Buttler",1.07027027027027,0.1,1.47567567567568,30.3333333333333,0.524475524475524,1.33689839572193,0.166666666666667,1.41176470588235,26.4,0.102189781021898,1.33689839572193,0.166666666666667,1.41176470588235,26.4,0.102189781021898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,"CR Brathwaite",0.5,0,0.75,6,0.285714285714286,1.42857142857143,0,1.69642857142857,11.875,0.375,1.42857142857143,0,1.69642857142857,11.875,0.375,10.8947368421053,38,69,0,0.5,9.24861878453039,22.625,34.875,0,0.8,9.24861878453039,22.625,34.875,0,0.8
"409",409,"MP Stoinis",0.16,0,0.68,5.66666666666667,0.541666666666667,1.02941176470588,0.125,1.19852941176471,23.2857142857143,0.212962962962963,1.02941176470588,0.125,1.19852941176471,23.2857142857143,0.212962962962963,10.2608695652174,34.5,59,0,0.4,9.55980861244019,20.9,33.3,0.0833333333333333,0.545454545454545,9.55980861244019,20.9,33.3,0.0833333333333333,0.545454545454545
"410",410,"Ishan Kishan",0.906542056074766,0,1.29439252336449,27.7,0.482558139534884,1.33333333333333,0.0666666666666667,1.25098039215686,26.5833333333333,-0.112299465240642,1.33333333333333,0.0666666666666667,1.25098039215686,26.5833333333333,-0.112299465240642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,"C Munro",NA,NA,NA,NA,NA,0.967741935483871,0.666666666666667,0.967741935483871,30,0,0.967741935483871,0.666666666666667,0.967741935483871,30,0,NA,NA,NA,NA,NA,7.5,Inf,Inf,0,0,7.5,Inf,Inf,0,0
"412",412,"P Sahu",NA,NA,NA,NA,NA,0.769230769230769,1,1.46153846153846,Inf,0.818181818181818,0.769230769230769,1,1.46153846153846,Inf,0.818181818181818,NA,NA,NA,NA,NA,8.97196261682243,35.6666666666667,53.3333333333333,0,0.6,8.97196261682243,35.6666666666667,53.3333333333333,0,0.6
"413",413,"KH Pandya",0.741935483870968,0.454545454545455,1.30645161290323,40.5,0.67741935483871,1.46964856230032,0.421052631578947,1.53354632587859,43.6363636363636,0.0904977375565611,1.46964856230032,0.421052631578947,1.53354632587859,43.6363636363636,0.0904977375565611,7.17073170731707,24.6,29.4,0,0.769230769230769,7.43181818181818,27.5,34.0625,0,0.666666666666667,7.43181818181818,27.5,34.0625,0,0.666666666666667
"414",414,"AD Nath",0,0,0,0,0,0.357142857142857,0,0.714285714285714,5,0.384615384615385,0.357142857142857,0,0.714285714285714,5,0.384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,"MJ Guptill",1.11363636363636,0.142857142857143,1.5,22,0.515151515151515,1.3986013986014,0.1,1.32167832167832,21,-0.106796116504854,1.3986013986014,0.1,1.32167832167832,21,-0.106796116504854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,"KJ Abbott",NA,NA,NA,NA,NA,0,0.666666666666667,1.625,13,1.625,0,0.666666666666667,1.625,13,1.625,NA,NA,NA,NA,NA,11.4705882352941,51,97.5,0,0.4,11.4705882352941,51,97.5,0,0.4
"417",417,"TM Head",0.660550458715596,0.428571428571429,1.38532110091743,37.75,0.840425531914894,0.794701986754967,0.4,1.35761589403974,41,0.669291338582677,0.794701986754967,0.4,1.35761589403974,41,0.669291338582677,10.125,24,40.5,0,0.4,10.125,24,40.5,0,0.4,10.125,24,40.5,0,0.4
"418",418,"M Ashwin",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,8.72727272727273,25.1428571428571,36.5714285714286,0,0.7,8.72727272727273,25.1428571428571,36.5714285714286,0,0.7
"419",419,"NS Naik",NA,NA,NA,NA,NA,0.303030303030303,0,0.696969696969697,11.5,0.419354838709677,0.303030303030303,0,0.696969696969697,11.5,0.419354838709677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,"RR Pant",1.13274336283186,0,1.61946902654867,30.5,0.632183908045977,1.23359580052493,0.125,1.48031496062992,31.3333333333333,0.327526132404181,1.23359580052493,0.125,1.48031496062992,31.3333333333333,0.327526132404181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,"SW Billings",0.766355140186916,0,1.28971962616822,23,0.64367816091954,1.32947976878613,0,1.30635838150289,22.6,-0.031496062992126,1.32947976878613,0,1.30635838150289,22.6,-0.031496062992126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,"KC Cariappa",0,0,0.285714285714286,1,0.285714285714286,0,0.25,0.833333333333333,5,0.833333333333333,0,0.25,0.833333333333333,5,0.833333333333333,8.42553191489362,23.5,33,0,1,8.95477386934673,28.4285714285714,42.4285714285714,0,0.777777777777778,9.24170616113744,26.375,40.625,0,0.8
"423",423,"PSP Handscomb",NA,NA,NA,NA,NA,0,0,0.5,6,0.5,0,0,0.5,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,"Swapnil Singh",0,0,0.631578947368421,6,0.631578947368421,0,0,0.6,4,0.6,0,0,0.6,4,0.6,8.65116279069767,43,62,0,0.25,8.95081967213115,61,91,0,0.2,8.95081967213115,61,91,0,0.2
"425",425,"J Yadav",NA,NA,NA,NA,NA,0,1,0.5,Inf,0.5,0,1,0.5,Inf,0.5,7.45945945945946,Inf,Inf,0,0,7.36170212765957,70.5,86.5,0,0.285714285714286,6.62295081967213,45.75,50.5,0,0.4
"426",426,"UT Khawaja",NA,NA,NA,NA,NA,1.33333333333333,0.166666666666667,1.20952380952381,31.75,-0.168831168831169,1.33333333333333,0.166666666666667,1.20952380952381,31.75,-0.168831168831169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,"HM Amla",0.885135135135135,0.3,1.41891891891892,60,0.661087866108787,1.43540669856459,0.1875,1.38038277511962,48.0833333333333,-0.0771812080536913,1.43540669856459,0.1875,1.38038277511962,48.0833333333333,-0.0771812080536913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,"F Behardien",NA,NA,NA,NA,NA,1.53846153846154,0.333333333333333,1.07692307692308,7,-0.666666666666667,1.53846153846154,0.333333333333333,1.07692307692308,7,-0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,"BB Sran",NA,NA,NA,NA,NA,0,1,1,Inf,1,0,1,1,Inf,1,13.8461538461538,Inf,Inf,0,0,8.71384615384615,23.2142857142857,33.7142857142857,0,0.933333333333333,9.04347826086956,24.6428571428571,37.1428571428571,0,0.875
"430",430,"A Zampa",0.571428571428571,0,0.714285714285714,5,0.166666666666667,1.25,0,0.625,2.5,-0.833333333333333,1.25,0,0.625,2.5,-0.833333333333333,8.26229508196721,17.4285714285714,24,0,1.16666666666667,7.78666666666667,11.8421052631579,15.3684210526316,0,1.72727272727273,7.78666666666667,11.8421052631579,15.3684210526316,0,1.72727272727273
"431",431,"N Rana",0.714801444043321,0,1.20216606498195,30.2727272727273,0.572033898305085,0.873239436619718,0,1.23098591549296,31.2142857142857,0.433447098976109,0.873239436619718,0,1.23098591549296,31.2142857142857,0.433447098976109,NA,NA,NA,NA,NA,3,Inf,Inf,0,0,3,Inf,Inf,0,0
"432",432,"S Kaushik",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10.1470588235294,Inf,Inf,0,0,9.08571428571429,35,53,0,0.6,9.08571428571429,35,53,0,0.6
"433",433,"ER Dwivedi",NA,NA,NA,NA,NA,1.33333333333333,0,1.6,12,0.363636363636364,1.33333333333333,0,1.6,12,0.363636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,"CJ Jordan",0,0,0,0,0,0,0.5,0.6,3,0.6,0,0.5,0.6,3,0.6,10.2857142857143,7,12,0,1,9.73404255319149,15.6666666666667,25.4166666666667,0.1,0.888888888888889,9.73404255319149,15.6666666666667,25.4166666666667,0.1,0.888888888888889
"435",435,"P Amarnath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,"B Geeves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,"Gagandeep Singh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,"A Nel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,"AM Salvi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,"RR Bose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,"SS Sarkar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,"RA Shaikh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,"C Ganapathy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,"MB Parmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,"AA Kazi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,"Anand Rajan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,"P Prasanth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,"SS Mundhe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,"RW Price",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,"TP Sudhindra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"BW Hilfenhaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"S Badree",0,0,0.52,2.6,0.52,0,0,0.52,2.6,0.52,0,0,0.52,2.6,0.52,7.78807947019868,16.7777777777778,21.7777777777778,0.142857142857143,0.833333333333333,7.78807947019868,16.7777777777778,21.7777777777778,0.142857142857143,0.833333333333333,7.78807947019868,16.7777777777778,21.7777777777778,0.142857142857143,0.833333333333333
"453",453,"P Suyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85074626865672,Inf,Inf,0,0
"454",454,"MG Neser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,"V Shankar",0.701298701298701,0.5,1.31168831168831,50.5,0.734375,1.55844155844156,0.5,1.31168831168831,50.5,-0.358490566037736,1.55844155844156,0.5,1.31168831168831,50.5,-0.358490566037736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,"K Santokie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,"JW Hastings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57142857142857,21,19.5,0,1,5.57142857142857,21,19.5,0,1
"458",458,"TA Boult",0,1,0.625,Inf,0.625,0,1,0.625,Inf,0.625,0,1,0.625,Inf,0.625,9.44594594594595,29.6,46.6,0,0.833333333333333,9.44827586206897,29,45.6666666666667,0,0.857142857142857,8.95774647887324,23.6666666666667,35.3333333333333,0,1.07142857142857
"459",459,"GS Sandhu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,48,90,0,0.5
"460",460,"Mustafizur Rahman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3529411764706,Inf,Inf,0,0,7.29770992366412,23.1176470588235,28.1176470588235,0,1,7.29770992366412,23.1176470588235,28.1176470588235,0,1
"461",461,"AF Milne",0,0,0.583333333333333,3.5,0.583333333333333,0,0,0.583333333333333,3.5,0.583333333333333,0,0,0.583333333333333,3.5,0.583333333333333,10.2666666666667,30,51.3333333333333,0,0.75,10.6434782608696,28.75,51,0,0.8,10.6434782608696,28.75,51,0,0.8
"462",462,"Kuldeep Yadav",0.363636363636364,0,0.909090909090909,10,0.6,0.909090909090909,0,0.909090909090909,10,0,0.909090909090909,0,0.909090909090909,10,0,8.52,20.8333333333333,29.5833333333333,0,1.09090909090909,8.61111111111111,18,25.8333333333333,0,1.28571428571429,8.61111111111111,18,25.8333333333333,0,1.28571428571429
"463",463,"T Shamsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6875,32,51.6666666666667,0,0.75,9.6875,32,51.6666666666667,0,0.75
"464",464,"SM Boland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23255813953488,21.5,29.5,0,1,8.23255813953488,21.5,29.5,0,1
"465",465,"DL Chahar",2,0,2.33333333333333,14,0.5,0,0,2.33333333333333,14,2.33333333333333,0,0,2.33333333333333,14,2.33333333333333,10.6363636363636,44,78,0,0.333333333333333,9.66233766233766,77,124,0,0.2,9.66233766233766,77,124,0,0.2
"466",466,"P Dharmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,"RV Pawar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"KH Devdhar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,"T Mishra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
