"","Player_Id","Player_Name","MVPI_17","Batting_index_17","Bowling_index_17","All_rounder_index_17","MVPI_17_16","Batting_index_17_16","Bowling_index_17_16","All_rounder_index_17_16","MVPI_17_16_15","Batting_index_17_16_15","Bowling_index_17_16_15","All_rounder_index_17_16_15","Batting_index_17_rank","Bowling_index_17_rank","All_rounder_index_17_rank","Batting_index_17_16_rank","Bowling_index_17_16_rank","All_rounder_index_17_16_rank","Batting_index_17_16_15_rank","Bowling_index_17_16_15_rank","All_rounder_index_17_16_15_rank"
"94",393,"SS Iyer",794.777827380952,14.1608727545325,0,0.0137297182934357,624.667979530024,9.79393613208805,0,0.00830101879655422,1439.81273277699,11.2783315043131,0,0.00939894922568652,20,117,57,57,119.5,119,44,119.5,111
"95",394,"DJ Hooda",163.949297791365,10.0516991202485,8.25003883178195,0.0167166530907243,347.690077151099,7.50407166131823,10.851709957418,0.0152625374201592,590.648077132283,7.13680228446324,24.6855923896712,0.019363003723943,46,71,42,80,64,52,84,16,28
"96",395,"Anureet Singh",22.3001534598214,5.87828515293016,2.61276019696076,0.00790700149950678,21.2501131528922,6.16153264294025,4.33227981100236,0.00877635139683617,54.1202830492574,3.42326730030403,19.4498926949814,0.0134229239039164,81,84.5,120,92,86,113,109,38,66
"97",396,"KS Williamson",752.403361344538,19.2158711788992,0,0.0186308077632286,768.617819165479,13.6342132076442,2.3327660520782,0.013469624671676,807.53293086906,13.3403741132744,2.71650144759264,0.0125936704002479,6,117,30,26,94,64,24,94,73
"98",400,"HH Pandya",652.584743068043,15.7569447061184,13.782376058455,0.0269228249467223,494.322468221463,9.06213360903968,15.1266421551443,0.0200900923428446,695.715124742698,8.96400435287974,28.9716784541263,0.0232150124840368,13,25,9,66,18,21,65,10,15
"99",403,"MJ McClenaghan",53.9946191324517,3.29493240420621,10.9354152554912,0.012434658884641,138.2554746765,4.24256319792161,11.2566371681248,0.0128303768748987,202.088185397853,4.42408367697155,15.8950095504754,0.0123250565975108,94,51,62,98,57,74,99,66,77
"100",405,"PJ Cummins",156.138342178368,6.14940779474539,10.9022045278758,0.0151741624779986,151.310411085676,6.38737613410657,11.2890696269394,0.014674856282903,139.856846951457,5.33030215014477,19.0466212157178,0.0147930180385525,76,52,47,89,55,58,95,44,56
"101",406,"SN Thakur",21.3262499867197,0,11.6594513486576,0.00985183231386331,21.7292250465731,0,11.842190287186,0.0097148852045306,27.7962363027716,1.23249470425406,17.9948774005073,0.0108064820079387,141.5,41,98,142.5,46,108,126,56,94
"102",407,"JC Buttler",598.579016047297,11.5813800825856,0,0.0112287631376543,992.9399325875,10.5747958774476,0,0.0089628498863512,979.369116007676,10.4486306513395,0,0.00870750686237017,33,117,81,50,119.5,112,50,119.5,117
"103",408,"CR Brathwaite",10.6096138578022,2.43683879341504,21.948193329198,0.0209081073591063,173.378145209132,5.0863320258423,12.7329319943898,0.0147566241007049,172.518531276736,5.04703055125848,18.9142884256805,0.0144850332209665,99,9,20,96,39,57,96,47,59
"104",409,"MP Stoinis",14.7955364665031,2.2680642702476,19.5763338265831,0.0187403324150335,282.762639412215,9.3000512490319,12.3974413858905,0.0180528103946194,279.151076204003,9.1850892388158,18.297417903751,0.0175983000812541,101,14,29,63,43,31,64,52,38
"105",410,"Ishan Kishan",543.230307493324,10.5385310487497,0,0.0102176656081912,561.762604670123,10.5818476925952,0,0.00896882677340668,553.423300434323,10.4543485385229,0,0.00871227194054634,43,117,94,49,119.5,111,49,119.5,116
"106",413,"KH Pandya",609.31058227106,15.2779303751533,11.4201330649009,0.0244623816474149,1226.66151720228,17.2410241719769,12.5095338110003,0.0248752747831966,1205.93428852936,17.0165745116448,19.203578687525,0.0246172292362554,15,44,14,13,41,10,11,40,11
